,ID,Date,District,Suspected_Local,Suspected_Foreign,Suspected_Total,TotalInfected
17,0519_Matara,05-19,Matara,1,0,1,1
18,0519_Batticoloa,05-19,Batticoloa,6,0,6,1
19,0519_Hambantota,05-19,Hambantota,0,0,0,0
20,0519_Vavunia,05-19,Vavunia,0,0,0,0
21,0519_Trincomalee,05-19,Trincomalee,0,0,0,0
22,0519_Nuwaraeliya,05-19,Nuwaraeliya,0,0,0,0
23,0519_Kilinochchi,05-19,Kilinochchi,0,0,0,0
24,0519_Mannar,05-19,Mannar,0,0,0,0
25,0519_Mullativu,05-19,Mullativu,0,0,0,0
0,0520_Colombo,05-20,Colombo,32,0,32,150
1,0520_Gampaha,05-20,Gampaha,12,0,12,36
2,0520_Puttalam,05-20,Puttalam,7,0,7,35
3,0520_Kalutara,05-20,Kalutara,1,0,1,34
4,0520_Anuradhapura,05-20,Anuradhapura,2,0,2,2
5,0520_Kandy,05-20,Kandy,2,0,2,13
6,0520_Kurunegala,05-20,Kurunegala,4,0,4,11
7,0520_Polonnaruwa,05-20,Polonnaruwa,1,0,1,1
8,0520_Jaffna,05-20,Jaffna,1,0,1,7
9,0520_Ratnapura,05-20,Ratnapura,3,0,3,5
10,0520_Kegalle,05-20,Kegalle,0,0,0,4
11,0520_Moneragala,05-20,Moneragala,0,0,0,4
12,0520_Kalmunai,05-20,Kalmunai,0,0,0,2
13,0520_Matale,05-20,Matale,0,0,0,2
14,0520_Galle,05-20,Galle,0,0,0,1
15,0520_Ampara,05-20,Ampara,0,0,0,0
16,0520_Badulla,05-20,Badulla,0,0,0,1
17,0520_Matara,05-20,Matara,4,0,4,1
18,0520_Batticoloa,05-20,Batticoloa,0,0,0,1
19,0520_Hambantota,05-20,Hambantota,1,0,1,0
20,0520_Vavunia,05-20,Vavunia,1,0,1,0
21,0520_Trincomalee,05-20,Trincomalee,0,0,0,0
22,0520_Nuwaraeliya,05-20,Nuwaraeliya,0,0,0,0
23,0520_Kilinochchi,05-20,Kilinochchi,0,0,0,0
24,0520_Mannar,05-20,Mannar,0,0,0,0
25,0520_Mullativu,05-20,Mullativu,0,0,0,0
0,0521_Colombo,05-21,Colombo,39,0,39,150
1,0521_Gampaha,05-21,Gampaha,14,0,14,36
2,0521_Puttalam,05-21,Puttalam,8,0,8,35
3,0521_Kalutara,05-21,Kalutara,10,0,10,34
4,0521_Anuradhapura,05-21,Anuradhapura,4,0,4,2
5,0521_Kandy,05-21,Kandy,1,0,1,13
6,0521_Kurunegala,05-21,Kurunegala,4,0,4,11
7,0521_Polonnaruwa,05-21,Polonnaruwa,0,0,0,1
8,0521_Jaffna,05-21,Jaffna,1,0,1,7
9,0521_Ratnapura,05-21,Ratnapura,2,0,2,5
10,0521_Kegalle,05-21,Kegalle,0,0,0,4
11,0521_Moneragala,05-21,Moneragala,1,0,1,4
12,0521_Kalmunai,05-21,Kalmunai,0,0,0,2
13,0521_Matale,05-21,Matale,0,0,0,2
14,0521_Galle,05-21,Galle,1,0,1,1
15,0521_Ampara,05-21,Ampara,0,0,0,0
16,0521_Badulla,05-21,Badulla,1,0,1,1
17,0521_Matara,05-21,Matara,0,0,0,1
18,0521_Batticoloa,05-21,Batticoloa,1,0,1,1
19,0521_Hambantota,05-21,Hambantota,2,0,2,0
20,0521_Vavunia,05-21,Vavunia,0,0,0,0
21,0521_Trincomalee,05-21,Trincomalee,0,0,0,0
22,0521_Nuwaraeliya,05-21,Nuwaraeliya,0,0,0,0
23,0521_Kilinochchi,05-21,Kilinochchi,0,0,0,0
24,0521_Mannar,05-21,Mannar,0,0,0,0
25,0521_Mullativu,05-21,Mullativu,0,0,0,0
0,0522_Colombo,05-22,Colombo,24,0,24,150
1,0522_Gampaha,05-22,Gampaha,19,0,19,36
2,0522_Puttalam,05-22,Puttalam,11,0,11,35
3,0522_Kalutara,05-22,Kalutara,4,0,4,34
4,0522_Anuradhapura,05-22,Anuradhapura,4,0,4,2
5,0522_Kandy,05-22,Kandy,1,0,1,13
6,0522_Kurunegala,05-22,Kurunegala,1,0,1,11
7,0522_Polonnaruwa,05-22,Polonnaruwa,1,0,1,1
8,0522_Jaffna,05-22,Jaffna,2,0,2,7
9,0522_Ratnapura,05-22,Ratnapura,3,0,3,5
10,0522_Kegalle,05-22,Kegalle,0,0,0,4
11,0522_Moneragala,05-22,Moneragala,1,0,1,4
12,0522_Kalmunai,05-22,Kalmunai,0,0,0,2
13,0522_Matale,05-22,Matale,0,0,0,2
14,0522_Galle,05-22,Galle,0,0,0,1
15,0522_Ampara,05-22,Ampara,0,0,0,0
16,0522_Badulla,05-22,Badulla,0,0,0,1
17,0522_Matara,05-22,Matara,1,0,1,1
18,0522_Batticoloa,05-22,Batticoloa,2,0,2,1
19,0522_Hambantota,05-22,Hambantota,1,0,1,0
20,0522_Vavunia,05-22,Vavunia,0,0,0,0
21,0522_Trincomalee,05-22,Trincomalee,0,0,0,0
22,0522_Nuwaraeliya,05-22,Nuwaraeliya,0,0,0,0
23,0522_Kilinochchi,05-22,Kilinochchi,0,0,0,0
24,0522_Mannar,05-22,Mannar,0,0,0,0
25,0522_Mullativu,05-22,Mullativu,0,0,0,0
0,0523_Colombo,05-23,Colombo,26,0,26,150
1,0523_Gampaha,05-23,Gampaha,14,0,14,36
2,0523_Puttalam,05-23,Puttalam,3,0,3,35
3,0523_Kalutara,05-23,Kalutara,0,0,0,34
4,0523_Anuradhapura,05-23,Anuradhapura,4,0,4,2
5,0523_Kandy,05-23,Kandy,1,0,1,13
6,0523_Kurunegala,05-23,Kurunegala,1,0,1,11
7,0523_Polonnaruwa,05-23,Polonnaruwa,1,0,1,1
8,0523_Jaffna,05-23,Jaffna,3,0,3,7
9,0523_Ratnapura,05-23,Ratnapura,0,0,0,5
10,0523_Kegalle,05-23,Kegalle,0,0,0,4
11,0523_Moneragala,05-23,Moneragala,1,0,1,4
12,0523_Kalmunai,05-23,Kalmunai,0,0,0,2
13,0523_Matale,05-23,Matale,0,0,0,2
14,0523_Galle,05-23,Galle,1,0,1,1
15,0523_Ampara,05-23,Ampara,0,0,0,0
16,0523_Badulla,05-23,Badulla,2,0,2,1
17,0523_Matara,05-23,Matara,2,0,2,1
18,0523_Batticoloa,05-23,Batticoloa,2,0,2,1
19,0523_Hambantota,05-23,Hambantota,0,0,0,0
20,0523_Vavunia,05-23,Vavunia,0,0,0,0
21,0523_Trincomalee,05-23,Trincomalee,0,0,0,0
22,0523_Nuwaraeliya,05-23,Nuwaraeliya,0,0,0,0
23,0523_Kilinochchi,05-23,Kilinochchi,0,0,0,0
24,0523_Mannar,05-23,Mannar,0,0,0,0
25,0523_Mullativu,05-23,Mullativu,0,0,0,0
0,0524_Colombo,05-24,Colombo,30,0,30,150
1,0524_Gampaha,05-24,Gampaha,18,0,18,36
2,0524_Puttalam,05-24,Puttalam,3,0,3,35
3,0524_Kalutara,05-24,Kalutara,4,0,4,34
4,0524_Anuradhapura,05-24,Anuradhapura,3,0,3,2
5,0524_Kandy,05-24,Kandy,4,0,4,13
6,0524_Kurunegala,05-24,Kurunegala,2,0,2,11
7,0524_Polonnaruwa,05-24,Polonnaruwa,0,0,0,1
8,0524_Jaffna,05-24,Jaffna,1,0,1,7
9,0524_Ratnapura,05-24,Ratnapura,0,0,0,5
10,0524_Kegalle,05-24,Kegalle,0,0,0,4
11,0524_Moneragala,05-24,Moneragala,1,0,1,4
12,0524_Kalmunai,05-24,Kalmunai,0,0,0,2
13,0524_Matale,05-24,Matale,0,0,0,2
14,0524_Galle,05-24,Galle,2,0,2,1
15,0524_Ampara,05-24,Ampara,0,0,0,0
16,0524_Badulla,05-24,Badulla,0,0,0,1
17,0524_Matara,05-24,Matara,0,0,0,1
18,0524_Batticoloa,05-24,Batticoloa,2,0,2,1
19,0524_Hambantota,05-24,Hambantota,0,0,0,0
20,0524_Vavunia,05-24,Vavunia,0,0,0,0
21,0524_Trincomalee,05-24,Trincomalee,0,0,0,0
22,0524_Nuwaraeliya,05-24,Nuwaraeliya,0,0,0,0
23,0524_Kilinochchi,05-24,Kilinochchi,0,0,0,0
24,0524_Mannar,05-24,Mannar,0,0,0,0
25,0524_Mullativu,05-24,Mullativu,0,0,0,0
0,0525_Colombo,05-25,Colombo,17,0,17,150
1,0525_Gampaha,05-25,Gampaha,8,0,8,36
2,0525_Puttalam,05-25,Puttalam,6,0,6,35
3,0525_Kalutara,05-25,Kalutara,3,0,3,34
4,0525_Anuradhapura,05-25,Anuradhapura,7,0,7,2
5,0525_Kandy,05-25,Kandy,1,0,1,13
6,0525_Kurunegala,05-25,Kurunegala,4,0,4,11
7,0525_Polonnaruwa,05-25,Polonnaruwa,3,0,3,1
8,0525_Jaffna,05-25,Jaffna,0,0,0,7
9,0525_Ratnapura,05-25,Ratnapura,2,0,2,5
10,0525_Kegalle,05-25,Kegalle,0,0,0,4
11,0525_Moneragala,05-25,Moneragala,0,0,0,4
12,0525_Kalmunai,05-25,Kalmunai,0,0,0,2
13,0525_Matale,05-25,Matale,0,0,0,2
14,0525_Galle,05-25,Galle,0,0,0,1
15,0525_Ampara,05-25,Ampara,0,0,0,0
16,0525_Badulla,05-25,Badulla,0,0,0,1
17,0525_Matara,05-25,Matara,2,0,2,1
18,0525_Batticoloa,05-25,Batticoloa,2,0,2,1
19,0525_Hambantota,05-25,Hambantota,0,0,0,0
20,0525_Vavunia,05-25,Vavunia,0,0,0,0
21,0525_Trincomalee,05-25,Trincomalee,0,0,0,0
22,0525_Nuwaraeliya,05-25,Nuwaraeliya,0,0,0,0
23,0525_Kilinochchi,05-25,Kilinochchi,0,0,0,0
24,0525_Mannar,05-25,Mannar,0,0,0,0
25,0525_Mullativu,05-25,Mullativu,0,0,0,0
0,0526_Colombo,05-26,Colombo,22,0,22,150
1,0526_Gampaha,05-26,Gampaha,16,0,16,36
2,0526_Puttalam,05-26,Puttalam,2,0,2,35
3,0526_Kalutara,05-26,Kalutara,0,0,0,34
4,0526_Anuradhapura,05-26,Anuradhapura,4,0,4,2
5,0526_Kandy,05-26,Kandy,2,0,2,13
6,0526_Kurunegala,05-26,Kurunegala,2,0,2,11
7,0526_Polonnaruwa,05-26,Polonnaruwa,3,0,3,1
8,0526_Jaffna,05-26,Jaffna,0,0,0,7
9,0526_Ratnapura,05-26,Ratnapura,0,0,0,5
10,0526_Kegalle,05-26,Kegalle,0,0,0,4
11,0526_Moneragala,05-26,Moneragala,1,0,1,4
12,0526_Kalmunai,05-26,Kalmunai,0,0,0,2
13,0526_Matale,05-26,Matale,0,0,0,2
14,0526_Galle,05-26,Galle,1,0,1,1
15,0526_Ampara,05-26,Ampara,0,0,0,0
16,0526_Badulla,05-26,Badulla,1,0,1,1
17,0526_Matara,05-26,Matara,5,0,5,1
18,0526_Batticoloa,05-26,Batticoloa,0,0,0,1
19,0526_Hambantota,05-26,Hambantota,0,0,0,0
20,0526_Vavunia,05-26,Vavunia,0,0,0,0
21,0526_Trincomalee,05-26,Trincomalee,0,0,0,0
22,0526_Nuwaraeliya,05-26,Nuwaraeliya,0,0,0,0
23,0526_Kilinochchi,05-26,Kilinochchi,0,0,0,0
24,0526_Mannar,05-26,Mannar,0,0,0,0
25,0526_Mullativu,05-26,Mullativu,0,0,0,0
0,0527_Colombo,05-27,Colombo,24,0,24,150
1,0527_Gampaha,05-27,Gampaha,1,0,1,36
2,0527_Puttalam,05-27,Puttalam,8,0,8,35
3,0527_Kalutara,05-27,Kalutara,2,0,2,34
4,0527_Anuradhapura,05-27,Anuradhapura,4,0,4,2
5,0527_Kandy,05-27,Kandy,2,0,2,13
6,0527_Kurunegala,05-27,Kurunegala,1,0,1,11
7,0527_Polonnaruwa,05-27,Polonnaruwa,4,0,4,1
8,0527_Jaffna,05-27,Jaffna,7,0,7,7
9,0527_Ratnapura,05-27,Ratnapura,1,0,1,5
10,0527_Kegalle,05-27,Kegalle,0,0,0,4
11,0527_Moneragala,05-27,Moneragala,0,0,0,4
12,0527_Kalmunai,05-27,Kalmunai,0,0,0,2
13,0527_Matale,05-27,Matale,0,0,0,2
14,0527_Galle,05-27,Galle,1,0,1,1
15,0527_Ampara,05-27,Ampara,0,0,0,0
16,0527_Badulla,05-27,Badulla,0,0,0,1
17,0527_Matara,05-27,Matara,6,0,6,1
18,0527_Batticoloa,05-27,Batticoloa,0,0,0,1
19,0527_Hambantota,05-27,Hambantota,0,0,0,0
20,0527_Vavunia,05-27,Vavunia,0,0,0,0
21,0527_Trincomalee,05-27,Trincomalee,0,0,0,0
22,0527_Nuwaraeliya,05-27,Nuwaraeliya,0,0,0,0
23,0527_Kilinochchi,05-27,Kilinochchi,0,0,0,0
24,0527_Mannar,05-27,Mannar,0,0,0,0
25,0527_Mullativu,05-27,Mullativu,0,0,0,0
0,0528_Colombo,05-28,Colombo,30,0,30,150
1,0528_Gampaha,05-28,Gampaha,13,0,13,36
2,0528_Puttalam,05-28,Puttalam,4,0,4,35
3,0528_Kalutara,05-28,Kalutara,2,0,2,34
4,0528_Anuradhapura,05-28,Anuradhapura,1,0,1,2
5,0528_Kandy,05-28,Kandy,1,0,1,13
6,0528_Kurunegala,05-28,Kurunegala,4,0,4,11
7,0528_Polonnaruwa,05-28,Polonnaruwa,3,0,3,1
8,0528_Jaffna,05-28,Jaffna,0,0,0,7
9,0528_Ratnapura,05-28,Ratnapura,0,0,0,5
10,0528_Kegalle,05-28,Kegalle,0,0,0,4
11,0528_Moneragala,05-28,Moneragala,0,0,0,4
12,0528_Kalmunai,05-28,Kalmunai,0,0,0,2
13,0528_Matale,05-28,Matale,0,0,0,2
14,0528_Galle,05-28,Galle,1,0,1,1
15,0528_Ampara,05-28,Ampara,0,0,0,0
16,0528_Badulla,05-28,Badulla,0,0,0,1
17,0528_Matara,05-28,Matara,0,0,0,1
18,0528_Batticoloa,05-28,Batticoloa,1,0,1,1
19,0528_Hambantota,05-28,Hambantota,0,0,0,0
20,0528_Vavunia,05-28,Vavunia,0,0,0,0
21,0528_Trincomalee,05-28,Trincomalee,0,0,0,0
22,0528_Nuwaraeliya,05-28,Nuwaraeliya,0,0,0,0
23,0528_Kilinochchi,05-28,Kilinochchi,0,0,0,0
24,0528_Mannar,05-28,Mannar,0,0,0,0
25,0528_Mullativu,05-28,Mullativu,0,0,0,0
0,0529_Colombo,05-29,Colombo,22,0,22,150
1,0529_Gampaha,05-29,Gampaha,17,0,17,36
2,0529_Puttalam,05-29,Puttalam,6,0,6,35
3,0529_Kalutara,05-29,Kalutara,4,0,4,34
4,0529_Anuradhapura,05-29,Anuradhapura,4,0,4,2
5,0529_Kandy,05-29,Kandy,0,0,0,13
6,0529_Kurunegala,05-29,Kurunegala,1,0,1,11
7,0529_Polonnaruwa,05-29,Polonnaruwa,6,0,6,1
8,0529_Jaffna,05-29,Jaffna,0,0,0,7
9,0529_Ratnapura,05-29,Ratnapura,1,0,1,5
10,0529_Kegalle,05-29,Kegalle,0,0,0,4
11,0529_Moneragala,05-29,Moneragala,0,0,0,4
12,0529_Kalmunai,05-29,Kalmunai,0,0,0,2
13,0529_Matale,05-29,Matale,0,0,0,2
14,0529_Galle,05-29,Galle,0,0,0,1
15,0529_Ampara,05-29,Ampara,0,0,0,0
16,0529_Badulla,05-29,Badulla,1,0,1,1
17,0529_Matara,05-29,Matara,0,0,0,1
18,0529_Batticoloa,05-29,Batticoloa,0,0,0,1
19,0529_Hambantota,05-29,Hambantota,0,0,0,0
20,0529_Vavunia,05-29,Vavunia,1,0,1,0
21,0529_Trincomalee,05-29,Trincomalee,0,0,0,0
22,0529_Nuwaraeliya,05-29,Nuwaraeliya,0,0,0,0
23,0529_Kilinochchi,05-29,Kilinochchi,0,0,0,0
24,0529_Mannar,05-29,Mannar,0,0,0,0
25,0529_Mullativu,05-29,Mullativu,0,0,0,0
0,0530_Colombo,05-30,Colombo,17,0,17,150
1,0530_Gampaha,05-30,Gampaha,9,0,9,36
2,0530_Puttalam,05-30,Puttalam,6,0,6,35
3,0530_Kalutara,05-30,Kalutara,0,0,0,34
4,0530_Anuradhapura,05-30,Anuradhapura,0,0,0,2
5,0530_Kandy,05-30,Kandy,2,0,2,13
6,0530_Kurunegala,05-30,Kurunegala,1,0,1,11
7,0530_Polonnaruwa,05-30,Polonnaruwa,5,0,5,1
8,0530_Jaffna,05-30,Jaffna,0,0,0,7
9,0530_Ratnapura,05-30,Ratnapura,1,0,1,5
10,0530_Kegalle,05-30,Kegalle,0,0,0,4
11,0530_Moneragala,05-30,Moneragala,0,0,0,4
12,0530_Kalmunai,05-30,Kalmunai,0,0,0,2
13,0530_Matale,05-30,Matale,0,0,0,2
14,0530_Galle,05-30,Galle,0,0,0,1
15,0530_Ampara,05-30,Ampara,0,0,0,0
16,0530_Badulla,05-30,Badulla,3,0,3,1
17,0530_Matara,05-30,Matara,0,0,0,1
18,0530_Batticoloa,05-30,Batticoloa,1,0,1,1
19,0530_Hambantota,05-30,Hambantota,0,0,0,0
20,0530_Vavunia,05-30,Vavunia,0,0,0,0
21,0530_Trincomalee,05-30,Trincomalee,0,0,0,0
22,0530_Nuwaraeliya,05-30,Nuwaraeliya,0,0,0,0
23,0530_Kilinochchi,05-30,Kilinochchi,0,0,0,0
24,0530_Mannar,05-30,Mannar,0,0,0,0
25,0530_Mullativu,05-30,Mullativu,0,0,0,0
0,0531_Colombo,05-31,Colombo,41,0,41,150
1,0531_Gampaha,05-31,Gampaha,12,0,12,36
2,0531_Puttalam,05-31,Puttalam,5,0,5,35
3,0531_Kalutara,05-31,Kalutara,0,0,0,34
4,0531_Anuradhapura,05-31,Anuradhapura,1,0,1,2
5,0531_Kandy,05-31,Kandy,0,0,0,13
6,0531_Kurunegala,05-31,Kurunegala,4,0,4,11
7,0531_Polonnaruwa,05-31,Polonnaruwa,0,0,0,1
8,0531_Jaffna,05-31,Jaffna,1,0,1,7
9,0531_Ratnapura,05-31,Ratnapura,0,0,0,5
10,0531_Kegalle,05-31,Kegalle,0,0,0,4
11,0531_Moneragala,05-31,Moneragala,0,0,0,4
12,0531_Kalmunai,05-31,Kalmunai,0,0,0,2
13,0531_Matale,05-31,Matale,0,0,0,2
14,0531_Galle,05-31,Galle,0,0,0,1
15,0531_Ampara,05-31,Ampara,0,0,0,0
16,0531_Badulla,05-31,Badulla,3,0,3,1
17,0531_Matara,05-31,Matara,0,0,0,1
18,0531_Batticoloa,05-31,Batticoloa,1,0,1,1
19,0531_Hambantota,05-31,Hambantota,0,0,0,0
20,0531_Vavunia,05-31,Vavunia,0,0,0,0
21,0531_Trincomalee,05-31,Trincomalee,0,0,0,0
22,0531_Nuwaraeliya,05-31,Nuwaraeliya,0,0,0,0
23,0531_Kilinochchi,05-31,Kilinochchi,0,0,0,0
24,0531_Mannar,05-31,Mannar,0,0,0,0
25,0531_Mullativu,05-31,Mullativu,0,0,0,0
0,0601_Colombo,06-01,Colombo,26,0,26,150
1,0601_Gampaha,06-01,Gampaha,13,0,13,36
2,0601_Puttalam,06-01,Puttalam,5,0,5,35
3,0601_Kalutara,06-01,Kalutara,2,0,2,34
4,0601_Anuradhapura,06-01,Anuradhapura,0,0,0,2
5,0601_Kandy,06-01,Kandy,1,0,1,13
6,0601_Kurunegala,06-01,Kurunegala,4,0,4,11
7,0601_Polonnaruwa,06-01,Polonnaruwa,1,0,1,1
8,0601_Jaffna,06-01,Jaffna,0,0,0,7
9,0601_Ratnapura,06-01,Ratnapura,2,0,2,5
10,0601_Kegalle,06-01,Kegalle,0,0,0,4
11,0601_Moneragala,06-01,Moneragala,0,0,0,4
12,0601_Kalmunai,06-01,Kalmunai,0,0,0,2
13,0601_Matale,06-01,Matale,0,0,0,2
14,0601_Galle,06-01,Galle,0,0,0,1
15,0601_Ampara,06-01,Ampara,0,0,0,0
16,0601_Badulla,06-01,Badulla,2,0,2,1
17,0601_Matara,06-01,Matara,0,0,0,1
18,0601_Batticoloa,06-01,Batticoloa,3,0,3,1
19,0601_Hambantota,06-01,Hambantota,0,0,0,0
20,0601_Vavunia,06-01,Vavunia,2,0,2,0
21,0601_Trincomalee,06-01,Trincomalee,0,0,0,0
22,0601_Nuwaraeliya,06-01,Nuwaraeliya,0,0,0,0
23,0601_Kilinochchi,06-01,Kilinochchi,0,0,0,0
24,0601_Mannar,06-01,Mannar,0,0,0,0
25,0601_Mullativu,06-01,Mullativu,0,0,0,0
0,0602_Colombo,06-02,Colombo,43,0,43,150
1,0602_Gampaha,06-02,Gampaha,13,0,13,36
2,0602_Puttalam,06-02,Puttalam,8,0,8,35
3,0602_Kalutara,06-02,Kalutara,0,0,0,34
4,0602_Anuradhapura,06-02,Anuradhapura,1,0,1,2
5,0602_Kandy,06-02,Kandy,3,0,3,13
6,0602_Kurunegala,06-02,Kurunegala,4,0,4,11
7,0602_Polonnaruwa,06-02,Polonnaruwa,2,0,2,1
8,0602_Jaffna,06-02,Jaffna,0,0,0,7
9,0602_Ratnapura,06-02,Ratnapura,1,0,1,5
10,0602_Kegalle,06-02,Kegalle,0,0,0,4
11,0602_Moneragala,06-02,Moneragala,1,0,1,4
12,0602_Kalmunai,06-02,Kalmunai,0,0,0,2
13,0602_Matale,06-02,Matale,0,0,0,2
14,0602_Galle,06-02,Galle,1,0,1,1
15,0602_Ampara,06-02,Ampara,0,0,0,0
16,0602_Badulla,06-02,Badulla,1,0,1,1
17,0602_Matara,06-02,Matara,1,0,1,1
18,0602_Batticoloa,06-02,Batticoloa,3,0,3,1
19,0602_Hambantota,06-02,Hambantota,0,0,0,0
20,0602_Vavunia,06-02,Vavunia,0,0,0,0
21,0602_Trincomalee,06-02,Trincomalee,0,0,0,0
22,0602_Nuwaraeliya,06-02,Nuwaraeliya,0,0,0,0
23,0602_Kilinochchi,06-02,Kilinochchi,0,0,0,0
24,0602_Mannar,06-02,Mannar,0,0,0,0
25,0602_Mullativu,06-02,Mullativu,0,0,0,0
0,0603_Colombo,06-03,Colombo,27,0,27,150
1,0603_Gampaha,06-03,Gampaha,17,0,17,36
2,0603_Puttalam,06-03,Puttalam,8,0,8,35
3,0603_Kalutara,06-03,Kalutara,1,0,1,34
4,0603_Anuradhapura,06-03,Anuradhapura,0,0,0,2
5,0603_Kandy,06-03,Kandy,0,0,0,13
6,0603_Kurunegala,06-03,Kurunegala,1,0,1,11
7,0603_Polonnaruwa,06-03,Polonnaruwa,1,0,1,1
8,0603_Jaffna,06-03,Jaffna,0,0,0,7
9,0603_Ratnapura,06-03,Ratnapura,1,0,1,5
10,0603_Kegalle,06-03,Kegalle,0,0,0,4
11,0603_Moneragala,06-03,Moneragala,0,0,0,4
12,0603_Kalmunai,06-03,Kalmunai,0,0,0,2
13,0603_Matale,06-03,Matale,0,0,0,2
14,0603_Galle,06-03,Galle,1,0,1,1
15,0603_Ampara,06-03,Ampara,0,0,0,0
16,0603_Badulla,06-03,Badulla,0,0,0,1
17,0603_Matara,06-03,Matara,6,0,6,1
18,0603_Batticoloa,06-03,Batticoloa,1,0,1,1
19,0603_Hambantota,06-03,Hambantota,0,0,0,0
20,0603_Vavunia,06-03,Vavunia,0,0,0,0
21,0603_Trincomalee,06-03,Trincomalee,0,0,0,0
22,0603_Nuwaraeliya,06-03,Nuwaraeliya,0,0,0,0
23,0603_Kilinochchi,06-03,Kilinochchi,0,0,0,0
24,0603_Mannar,06-03,Mannar,0,0,0,0
25,0603_Mullativu,06-03,Mullativu,0,0,0,0
0,0604_Colombo,06-04,Colombo,24,0,24,150
1,0604_Gampaha,06-04,Gampaha,11,0,11,36
2,0604_Puttalam,06-04,Puttalam,6,0,6,35
3,0604_Kalutara,06-04,Kalutara,3,0,3,34
4,0604_Anuradhapura,06-04,Anuradhapura,0,0,0,2
5,0604_Kandy,06-04,Kandy,0,0,0,13
6,0604_Kurunegala,06-04,Kurunegala,0,0,0,11
7,0604_Polonnaruwa,06-04,Polonnaruwa,1,0,1,1
8,0604_Jaffna,06-04,Jaffna,0,0,0,7
9,0604_Ratnapura,06-04,Ratnapura,3,0,3,5
10,0604_Kegalle,06-04,Kegalle,0,0,0,4
11,0604_Moneragala,06-04,Moneragala,0,0,0,4
12,0604_Kalmunai,06-04,Kalmunai,0,0,0,2
13,0604_Matale,06-04,Matale,0,0,0,2
14,0604_Galle,06-04,Galle,3,0,3,1
15,0604_Ampara,06-04,Ampara,0,0,0,0
16,0604_Badulla,06-04,Badulla,0,0,0,1
17,0604_Matara,06-04,Matara,0,0,0,1
18,0604_Batticoloa,06-04,Batticoloa,2,0,2,1
19,0604_Hambantota,06-04,Hambantota,0,0,0,0
20,0604_Vavunia,06-04,Vavunia,0,0,0,0
21,0604_Trincomalee,06-04,Trincomalee,0,0,0,0
22,0604_Nuwaraeliya,06-04,Nuwaraeliya,0,0,0,0
23,0604_Kilinochchi,06-04,Kilinochchi,0,0,0,0
24,0604_Mannar,06-04,Mannar,0,0,0,0
25,0604_Mullativu,06-04,Mullativu,0,0,0,0
0,0605_Colombo,06-05,Colombo,14,0,14,150
1,0605_Gampaha,06-05,Gampaha,13,0,13,36
2,0605_Puttalam,06-05,Puttalam,8,0,8,35
3,0605_Kalutara,06-05,Kalutara,1,0,1,34
4,0605_Anuradhapura,06-05,Anuradhapura,2,0,2,2
5,0605_Kandy,06-05,Kandy,0,0,0,13
6,0605_Kurunegala,06-05,Kurunegala,1,0,1,11
7,0605_Polonnaruwa,06-05,Polonnaruwa,1,0,1,1
8,0605_Jaffna,06-05,Jaffna,2,0,2,7
9,0605_Ratnapura,06-05,Ratnapura,0,0,0,5
10,0605_Kegalle,06-05,Kegalle,0,0,0,4
11,0605_Moneragala,06-05,Moneragala,0,0,0,4
12,0605_Kalmunai,06-05,Kalmunai,0,0,0,2
13,0605_Matale,06-05,Matale,0,0,0,2
14,0605_Galle,06-05,Galle,1,0,1,1
15,0605_Ampara,06-05,Ampara,0,0,0,0
16,0605_Badulla,06-05,Badulla,0,0,0,1
17,0605_Matara,06-05,Matara,0,0,0,1
18,0605_Batticoloa,06-05,Batticoloa,0,0,0,1
19,0605_Hambantota,06-05,Hambantota,0,0,0,0
20,0605_Vavunia,06-05,Vavunia,0,0,0,0
21,0605_Trincomalee,06-05,Trincomalee,0,0,0,0
22,0605_Nuwaraeliya,06-05,Nuwaraeliya,0,0,0,0
23,0605_Kilinochchi,06-05,Kilinochchi,0,0,0,0
24,0605_Mannar,06-05,Mannar,0,0,0,0
25,0605_Mullativu,06-05,Mullativu,0,0,0,0
0,0606_Colombo,06-06,Colombo,17,0,17,150
1,0606_Gampaha,06-06,Gampaha,13,0,13,36
2,0606_Puttalam,06-06,Puttalam,4,0,4,35
3,0606_Kalutara,06-06,Kalutara,0,0,0,34
4,0606_Anuradhapura,06-06,Anuradhapura,1,0,1,2
5,0606_Kandy,06-06,Kandy,0,0,0,13
6,0606_Kurunegala,06-06,Kurunegala,1,0,1,11
7,0606_Polonnaruwa,06-06,Polonnaruwa,0,0,0,1
8,0606_Jaffna,06-06,Jaffna,2,0,2,7
9,0606_Ratnapura,06-06,Ratnapura,0,0,0,5
10,0606_Kegalle,06-06,Kegalle,0,0,0,4
11,0606_Moneragala,06-06,Moneragala,0,0,0,4
12,0606_Kalmunai,06-06,Kalmunai,0,0,0,2
13,0606_Matale,06-06,Matale,0,0,0,2
14,0606_Galle,06-06,Galle,0,1,1,1
15,0606_Ampara,06-06,Ampara,0,0,0,0
16,0606_Badulla,06-06,Badulla,1,0,1,1
17,0606_Matara,06-06,Matara,0,0,0,1
18,0606_Batticoloa,06-06,Batticoloa,0,0,0,1
19,0606_Hambantota,06-06,Hambantota,0,0,0,0
20,0606_Vavunia,06-06,Vavunia,2,0,2,0
21,0606_Trincomalee,06-06,Trincomalee,0,0,0,0
22,0606_Nuwaraeliya,06-06,Nuwaraeliya,0,0,0,0
