,ID,Date,District,Suspected_Local,Suspected_Foreign,Suspected_Total,TotalInfected
25,0908_Mullativu,09-08,Mullativu,0,0,0,0
0,0909_Colombo,09-09,Colombo,40,0,40,160
1,0909_Gampaha,09-09,Gampaha,14,0,14,38
2,0909_Puttalam,09-09,Puttalam,2,1,3,35
3,0909_Kalutara,09-09,Kalutara,2,0,2,34
4,0909_Anuradhapura,09-09,Anuradhapura,0,0,0,20
5,0909_Kandy,09-09,Kandy,0,0,0,16
6,0909_Kurunegala,09-09,Kurunegala,0,0,0,11
7,0909_Polonnaruwa,09-09,Polonnaruwa,3,0,3,13
8,0909_Jaffna,09-09,Jaffna,0,0,0,7
9,0909_Ratnapura,09-09,Ratnapura,0,0,0,6
10,0909_Kegalle,09-09,Kegalle,0,0,0,4
11,0909_Moneragala,09-09,Moneragala,0,0,0,4
12,0909_Kalmunai,09-09,Kalmunai,0,0,0,2
13,0909_Matale,09-09,Matale,0,0,0,2
14,0909_Galle,09-09,Galle,0,0,0,2
15,0909_Ampara,09-09,Ampara,0,0,0,2
16,0909_Badulla,09-09,Badulla,0,0,0,1
17,0909_Matara,09-09,Matara,0,0,0,1
18,0909_Batticoloa,09-09,Batticoloa,0,0,0,1
19,0909_Hambantota,09-09,Hambantota,1,0,1,1
20,0909_Vavunia,09-09,Vavunia,0,0,0,0
21,0909_Trincomalee,09-09,Trincomalee,0,0,0,0
22,0909_Nuwaraeliya,09-09,Nuwaraeliya,0,0,0,0
23,0909_Kilinochchi,09-09,Kilinochchi,0,0,0,0
24,0909_Mannar,09-09,Mannar,0,0,0,0
25,0909_Mullativu,09-09,Mullativu,0,0,0,0
0,0910_Colombo,09-10,Colombo,48,0,48,160
1,0910_Gampaha,09-10,Gampaha,9,0,9,38
2,0910_Puttalam,09-10,Puttalam,3,0,3,35
3,0910_Kalutara,09-10,Kalutara,2,0,2,34
4,0910_Anuradhapura,09-10,Anuradhapura,0,0,0,20
5,0910_Kandy,09-10,Kandy,0,0,0,16
6,0910_Kurunegala,09-10,Kurunegala,1,0,1,11
7,0910_Polonnaruwa,09-10,Polonnaruwa,5,0,5,13
8,0910_Jaffna,09-10,Jaffna,0,0,0,7
9,0910_Ratnapura,09-10,Ratnapura,0,0,0,6
10,0910_Kegalle,09-10,Kegalle,0,0,0,4
11,0910_Moneragala,09-10,Moneragala,0,0,0,4
12,0910_Kalmunai,09-10,Kalmunai,0,0,0,2
13,0910_Matale,09-10,Matale,0,0,0,2
14,0910_Galle,09-10,Galle,0,0,0,2
15,0910_Ampara,09-10,Ampara,0,0,0,2
16,0910_Badulla,09-10,Badulla,1,0,1,1
17,0910_Matara,09-10,Matara,0,0,0,1
18,0910_Batticoloa,09-10,Batticoloa,0,0,0,1
19,0910_Hambantota,09-10,Hambantota,1,0,1,1
20,0910_Vavunia,09-10,Vavunia,0,0,0,0
21,0910_Trincomalee,09-10,Trincomalee,0,0,0,0
22,0910_Nuwaraeliya,09-10,Nuwaraeliya,0,0,0,0
23,0910_Kilinochchi,09-10,Kilinochchi,0,0,0,0
24,0910_Mannar,09-10,Mannar,0,0,0,0
25,0910_Mullativu,09-10,Mullativu,0,0,0,0
0,0911_Colombo,09-11,Colombo,21,0,21,160
1,0911_Gampaha,09-11,Gampaha,7,0,7,38
2,0911_Puttalam,09-11,Puttalam,5,0,5,35
3,0911_Kalutara,09-11,Kalutara,2,0,2,34
4,0911_Anuradhapura,09-11,Anuradhapura,0,0,0,20
5,0911_Kandy,09-11,Kandy,0,0,0,16
6,0911_Kurunegala,09-11,Kurunegala,0,0,0,11
7,0911_Polonnaruwa,09-11,Polonnaruwa,1,0,1,13
8,0911_Jaffna,09-11,Jaffna,0,0,0,7
9,0911_Ratnapura,09-11,Ratnapura,0,0,0,6
10,0911_Kegalle,09-11,Kegalle,0,0,0,4
11,0911_Moneragala,09-11,Moneragala,0,0,0,4
12,0911_Kalmunai,09-11,Kalmunai,0,0,0,2
13,0911_Matale,09-11,Matale,0,0,0,2
14,0911_Galle,09-11,Galle,0,0,0,2
15,0911_Ampara,09-11,Ampara,0,0,0,2
16,0911_Badulla,09-11,Badulla,0,0,0,1
17,0911_Matara,09-11,Matara,0,0,0,1
18,0911_Batticoloa,09-11,Batticoloa,2,0,2,1
19,0911_Hambantota,09-11,Hambantota,1,0,1,1
20,0911_Vavunia,09-11,Vavunia,0,0,0,0
21,0911_Trincomalee,09-11,Trincomalee,0,0,0,0
22,0911_Nuwaraeliya,09-11,Nuwaraeliya,0,0,0,0
23,0911_Kilinochchi,09-11,Kilinochchi,0,0,0,0
24,0911_Mannar,09-11,Mannar,0,0,0,0
25,0911_Mullativu,09-11,Mullativu,0,0,0,0
0,0912_Colombo,09-12,Colombo,17,0,17,160
1,0912_Gampaha,09-12,Gampaha,7,0,7,38
2,0912_Puttalam,09-12,Puttalam,4,0,4,35
3,0912_Kalutara,09-12,Kalutara,0,0,0,34
4,0912_Anuradhapura,09-12,Anuradhapura,0,0,0,20
5,0912_Kandy,09-12,Kandy,0,0,0,16
6,0912_Kurunegala,09-12,Kurunegala,1,0,1,11
7,0912_Polonnaruwa,09-12,Polonnaruwa,3,0,3,13
8,0912_Jaffna,09-12,Jaffna,0,0,0,7
9,0912_Ratnapura,09-12,Ratnapura,0,0,0,6
10,0912_Kegalle,09-12,Kegalle,0,0,0,4
11,0912_Moneragala,09-12,Moneragala,1,0,1,4
12,0912_Kalmunai,09-12,Kalmunai,0,0,0,2
13,0912_Matale,09-12,Matale,0,0,0,2
14,0912_Galle,09-12,Galle,0,0,0,2
15,0912_Ampara,09-12,Ampara,0,0,0,2
16,0912_Badulla,09-12,Badulla,1,0,1,1
17,0912_Matara,09-12,Matara,0,0,0,1
18,0912_Batticoloa,09-12,Batticoloa,5,0,5,1
19,0912_Hambantota,09-12,Hambantota,0,0,0,1
20,0912_Vavunia,09-12,Vavunia,0,0,0,0
21,0912_Trincomalee,09-12,Trincomalee,0,0,0,0
22,0912_Nuwaraeliya,09-12,Nuwaraeliya,0,0,0,0
23,0912_Kilinochchi,09-12,Kilinochchi,0,0,0,0
24,0912_Mannar,09-12,Mannar,0,0,0,0
25,0912_Mullativu,09-12,Mullativu,0,0,0,0
0,0913_Colombo,09-13,Colombo,21,0,21,160
1,0913_Gampaha,09-13,Gampaha,9,0,9,38
2,0913_Puttalam,09-13,Puttalam,11,0,11,35
3,0913_Kalutara,09-13,Kalutara,0,0,0,34
4,0913_Anuradhapura,09-13,Anuradhapura,0,0,0,20
5,0913_Kandy,09-13,Kandy,1,0,1,16
6,0913_Kurunegala,09-13,Kurunegala,0,0,0,11
7,0913_Polonnaruwa,09-13,Polonnaruwa,3,0,3,13
8,0913_Jaffna,09-13,Jaffna,0,0,0,7
9,0913_Ratnapura,09-13,Ratnapura,0,0,0,6
10,0913_Kegalle,09-13,Kegalle,0,0,0,4
11,0913_Moneragala,09-13,Moneragala,2,0,2,4
12,0913_Kalmunai,09-13,Kalmunai,0,0,0,2
13,0913_Matale,09-13,Matale,0,0,0,2
14,0913_Galle,09-13,Galle,0,0,0,2
15,0913_Ampara,09-13,Ampara,0,0,0,2
16,0913_Badulla,09-13,Badulla,0,0,0,1
17,0913_Matara,09-13,Matara,0,0,0,1
18,0913_Batticoloa,09-13,Batticoloa,2,0,2,1
19,0913_Hambantota,09-13,Hambantota,0,0,0,1
20,0913_Vavunia,09-13,Vavunia,0,0,0,0
21,0913_Trincomalee,09-13,Trincomalee,0,0,0,0
22,0913_Nuwaraeliya,09-13,Nuwaraeliya,0,0,0,0
23,0913_Kilinochchi,09-13,Kilinochchi,0,0,0,0
24,0913_Mannar,09-13,Mannar,0,0,0,0
25,0913_Mullativu,09-13,Mullativu,0,0,0,0
0,0914_Colombo,09-14,Colombo,26,0,26,160
1,0914_Gampaha,09-14,Gampaha,9,0,9,38
2,0914_Puttalam,09-14,Puttalam,4,0,4,35
3,0914_Kalutara,09-14,Kalutara,0,0,0,34
4,0914_Anuradhapura,09-14,Anuradhapura,0,0,0,20
5,0914_Kandy,09-14,Kandy,1,0,1,16
6,0914_Kurunegala,09-14,Kurunegala,0,0,0,11
7,0914_Polonnaruwa,09-14,Polonnaruwa,14,0,14,13
8,0914_Jaffna,09-14,Jaffna,0,0,0,7
9,0914_Ratnapura,09-14,Ratnapura,0,0,0,6
10,0914_Kegalle,09-14,Kegalle,0,0,0,4
11,0914_Moneragala,09-14,Moneragala,2,0,2,4
12,0914_Kalmunai,09-14,Kalmunai,0,0,0,2
13,0914_Matale,09-14,Matale,0,0,0,2
14,0914_Galle,09-14,Galle,0,0,0,2
15,0914_Ampara,09-14,Ampara,0,0,0,2
16,0914_Badulla,09-14,Badulla,0,0,0,1
17,0914_Matara,09-14,Matara,0,0,0,1
18,0914_Batticoloa,09-14,Batticoloa,0,0,0,1
19,0914_Hambantota,09-14,Hambantota,0,0,0,1
20,0914_Vavunia,09-14,Vavunia,0,0,0,0
21,0914_Trincomalee,09-14,Trincomalee,0,0,0,0
22,0914_Nuwaraeliya,09-14,Nuwaraeliya,0,0,0,0
23,0914_Kilinochchi,09-14,Kilinochchi,0,0,0,0
24,0914_Mannar,09-14,Mannar,0,0,0,0
25,0914_Mullativu,09-14,Mullativu,0,0,0,0
0,0915_Colombo,09-15,Colombo,43,0,43,160
1,0915_Gampaha,09-15,Gampaha,10,0,10,38
2,0915_Puttalam,09-15,Puttalam,7,0,7,35
3,0915_Kalutara,09-15,Kalutara,0,0,0,34
4,0915_Anuradhapura,09-15,Anuradhapura,0,0,0,20
5,0915_Kandy,09-15,Kandy,1,0,1,16
6,0915_Kurunegala,09-15,Kurunegala,2,0,2,11
7,0915_Polonnaruwa,09-15,Polonnaruwa,6,0,6,13
8,0915_Jaffna,09-15,Jaffna,0,0,0,7
9,0915_Ratnapura,09-15,Ratnapura,0,0,0,6
10,0915_Kegalle,09-15,Kegalle,0,0,0,4
11,0915_Moneragala,09-15,Moneragala,0,0,0,4
12,0915_Kalmunai,09-15,Kalmunai,0,0,0,2
13,0915_Matale,09-15,Matale,0,0,0,2
14,0915_Galle,09-15,Galle,0,0,0,2
15,0915_Ampara,09-15,Ampara,0,0,0,2
16,0915_Badulla,09-15,Badulla,0,0,0,1
17,0915_Matara,09-15,Matara,0,0,0,1
18,0915_Batticoloa,09-15,Batticoloa,0,0,0,1
19,0915_Hambantota,09-15,Hambantota,1,0,1,1
20,0915_Vavunia,09-15,Vavunia,0,0,0,0
21,0915_Trincomalee,09-15,Trincomalee,0,0,0,0
22,0915_Nuwaraeliya,09-15,Nuwaraeliya,0,0,0,0
23,0915_Kilinochchi,09-15,Kilinochchi,0,0,0,0
24,0915_Mannar,09-15,Mannar,0,0,0,0
25,0915_Mullativu,09-15,Mullativu,0,0,0,0
0,0916_Colombo,09-16,Colombo,17,0,17,160
1,0916_Gampaha,09-16,Gampaha,12,0,12,38
2,0916_Puttalam,09-16,Puttalam,6,0,6,35
3,0916_Kalutara,09-16,Kalutara,0,0,0,34
4,0916_Anuradhapura,09-16,Anuradhapura,0,0,0,20
5,0916_Kandy,09-16,Kandy,1,0,1,16
6,0916_Kurunegala,09-16,Kurunegala,0,0,0,11
7,0916_Polonnaruwa,09-16,Polonnaruwa,5,0,5,13
8,0916_Jaffna,09-16,Jaffna,0,0,0,7
9,0916_Ratnapura,09-16,Ratnapura,0,0,0,6
10,0916_Kegalle,09-16,Kegalle,0,0,0,4
11,0916_Moneragala,09-16,Moneragala,0,0,0,4
12,0916_Kalmunai,09-16,Kalmunai,0,0,0,2
13,0916_Matale,09-16,Matale,0,0,0,2
14,0916_Galle,09-16,Galle,0,0,0,2
15,0916_Ampara,09-16,Ampara,0,0,0,2
16,0916_Badulla,09-16,Badulla,0,0,0,1
17,0916_Matara,09-16,Matara,0,0,0,1
18,0916_Batticoloa,09-16,Batticoloa,0,0,0,1
19,0916_Hambantota,09-16,Hambantota,2,0,2,1
20,0916_Vavunia,09-16,Vavunia,0,0,0,0
21,0916_Trincomalee,09-16,Trincomalee,0,0,0,0
22,0916_Nuwaraeliya,09-16,Nuwaraeliya,0,0,0,0
23,0916_Kilinochchi,09-16,Kilinochchi,0,0,0,0
24,0916_Mannar,09-16,Mannar,0,0,0,0
25,0916_Mullativu,09-16,Mullativu,0,0,0,0
0,0917_Colombo,09-17,Colombo,26,0,26,160
1,0917_Gampaha,09-17,Gampaha,9,0,9,38
2,0917_Puttalam,09-17,Puttalam,1,0,1,35
3,0917_Kalutara,09-17,Kalutara,1,0,1,34
4,0917_Anuradhapura,09-17,Anuradhapura,0,0,0,20
5,0917_Kandy,09-17,Kandy,1,0,1,16
6,0917_Kurunegala,09-17,Kurunegala,0,0,0,11
7,0917_Polonnaruwa,09-17,Polonnaruwa,5,0,5,13
8,0917_Jaffna,09-17,Jaffna,0,0,0,7
9,0917_Ratnapura,09-17,Ratnapura,0,0,0,6
10,0917_Kegalle,09-17,Kegalle,0,0,0,4
11,0917_Moneragala,09-17,Moneragala,0,0,0,4
12,0917_Kalmunai,09-17,Kalmunai,0,0,0,2
13,0917_Matale,09-17,Matale,0,0,0,2
14,0917_Galle,09-17,Galle,0,0,0,2
15,0917_Ampara,09-17,Ampara,0,0,0,2
16,0917_Badulla,09-17,Badulla,0,0,0,1
17,0917_Matara,09-17,Matara,0,0,0,1
18,0917_Batticoloa,09-17,Batticoloa,0,0,0,1
19,0917_Hambantota,09-17,Hambantota,1,0,1,1
20,0917_Vavunia,09-17,Vavunia,0,0,0,0
21,0917_Trincomalee,09-17,Trincomalee,0,0,0,0
22,0917_Nuwaraeliya,09-17,Nuwaraeliya,0,0,0,0
23,0917_Kilinochchi,09-17,Kilinochchi,0,0,0,0
24,0917_Mannar,09-17,Mannar,0,0,0,0
25,0917_Mullativu,09-17,Mullativu,0,0,0,0
0,0918_Colombo,09-18,Colombo,7,0,7,160
1,0918_Gampaha,09-18,Gampaha,12,0,12,38
2,0918_Puttalam,09-18,Puttalam,2,0,2,35
3,0918_Kalutara,09-18,Kalutara,1,0,1,34
4,0918_Anuradhapura,09-18,Anuradhapura,0,0,0,20
5,0918_Kandy,09-18,Kandy,1,0,1,16
6,0918_Kurunegala,09-18,Kurunegala,0,0,0,11
7,0918_Polonnaruwa,09-18,Polonnaruwa,4,0,4,13
8,0918_Jaffna,09-18,Jaffna,0,0,0,7
9,0918_Ratnapura,09-18,Ratnapura,0,0,0,6
10,0918_Kegalle,09-18,Kegalle,0,0,0,4
11,0918_Moneragala,09-18,Moneragala,0,0,0,4
12,0918_Kalmunai,09-18,Kalmunai,0,0,0,2
13,0918_Matale,09-18,Matale,0,0,0,2
14,0918_Galle,09-18,Galle,0,0,0,2
15,0918_Ampara,09-18,Ampara,0,0,0,2
16,0918_Badulla,09-18,Badulla,0,0,0,1
17,0918_Matara,09-18,Matara,0,0,0,1
18,0918_Batticoloa,09-18,Batticoloa,0,0,0,1
19,0918_Hambantota,09-18,Hambantota,1,0,1,1
20,0918_Vavunia,09-18,Vavunia,0,0,0,0
21,0918_Trincomalee,09-18,Trincomalee,0,0,0,0
22,0918_Nuwaraeliya,09-18,Nuwaraeliya,0,0,0,0
23,0918_Kilinochchi,09-18,Kilinochchi,0,0,0,0
24,0918_Mannar,09-18,Mannar,0,0,0,0
25,0918_Mullativu,09-18,Mullativu,0,0,0,0
0,0919_Colombo,09-19,Colombo,6,0,6,160
1,0919_Gampaha,09-19,Gampaha,13,0,13,38
2,0919_Puttalam,09-19,Puttalam,7,0,7,35
3,0919_Kalutara,09-19,Kalutara,1,0,1,34
4,0919_Anuradhapura,09-19,Anuradhapura,0,0,0,20
5,0919_Kandy,09-19,Kandy,1,0,1,16
6,0919_Kurunegala,09-19,Kurunegala,0,0,0,11
7,0919_Polonnaruwa,09-19,Polonnaruwa,1,0,1,13
8,0919_Jaffna,09-19,Jaffna,0,0,0,7
9,0919_Ratnapura,09-19,Ratnapura,0,0,0,6
10,0919_Kegalle,09-19,Kegalle,0,0,0,4
11,0919_Moneragala,09-19,Moneragala,0,0,0,4
12,0919_Kalmunai,09-19,Kalmunai,0,0,0,2
13,0919_Matale,09-19,Matale,0,0,0,2
14,0919_Galle,09-19,Galle,1,0,1,2
15,0919_Ampara,09-19,Ampara,0,0,0,2
16,0919_Badulla,09-19,Badulla,0,0,0,1
17,0919_Matara,09-19,Matara,0,0,0,1
18,0919_Batticoloa,09-19,Batticoloa,0,0,0,1
19,0919_Hambantota,09-19,Hambantota,1,0,1,1
20,0919_Vavunia,09-19,Vavunia,0,0,0,0
21,0919_Trincomalee,09-19,Trincomalee,0,0,0,0
22,0919_Nuwaraeliya,09-19,Nuwaraeliya,0,0,0,0
23,0919_Kilinochchi,09-19,Kilinochchi,0,0,0,0
24,0919_Mannar,09-19,Mannar,0,0,0,0
25,0919_Mullativu,09-19,Mullativu,0,0,0,0
0,0920_Colombo,09-20,Colombo,22,0,22,160
1,0920_Gampaha,09-20,Gampaha,6,0,6,38
2,0920_Puttalam,09-20,Puttalam,1,0,1,35
3,0920_Kalutara,09-20,Kalutara,0,0,0,34
4,0920_Anuradhapura,09-20,Anuradhapura,0,0,0,20
5,0920_Kandy,09-20,Kandy,1,0,1,16
6,0920_Kurunegala,09-20,Kurunegala,0,0,0,11
7,0920_Polonnaruwa,09-20,Polonnaruwa,2,0,2,13
8,0920_Jaffna,09-20,Jaffna,0,0,0,7
9,0920_Ratnapura,09-20,Ratnapura,0,0,0,6
10,0920_Kegalle,09-20,Kegalle,0,0,0,4
11,0920_Moneragala,09-20,Moneragala,0,0,0,4
12,0920_Kalmunai,09-20,Kalmunai,0,0,0,2
13,0920_Matale,09-20,Matale,0,0,0,2
14,0920_Galle,09-20,Galle,0,0,0,2
15,0920_Ampara,09-20,Ampara,0,0,0,2
16,0920_Badulla,09-20,Badulla,0,0,0,1
17,0920_Matara,09-20,Matara,0,0,0,1
18,0920_Batticoloa,09-20,Batticoloa,0,0,0,1
19,0920_Hambantota,09-20,Hambantota,1,0,1,1
20,0920_Vavunia,09-20,Vavunia,0,0,0,0
21,0920_Trincomalee,09-20,Trincomalee,0,0,0,0
22,0920_Nuwaraeliya,09-20,Nuwaraeliya,0,0,0,0
23,0920_Kilinochchi,09-20,Kilinochchi,0,0,0,0
24,0920_Mannar,09-20,Mannar,0,0,0,0
25,0920_Mullativu,09-20,Mullativu,0,0,0,0
0,0921_Colombo,09-21,Colombo,22,0,22,160
1,0921_Gampaha,09-21,Gampaha,7,0,7,38
2,0921_Puttalam,09-21,Puttalam,0,0,0,35
3,0921_Kalutara,09-21,Kalutara,0,0,0,34
4,0921_Anuradhapura,09-21,Anuradhapura,0,0,0,20
5,0921_Kandy,09-21,Kandy,1,0,1,16
6,0921_Kurunegala,09-21,Kurunegala,0,0,0,11
7,0921_Polonnaruwa,09-21,Polonnaruwa,6,0,6,13
8,0921_Jaffna,09-21,Jaffna,0,0,0,7
9,0921_Ratnapura,09-21,Ratnapura,0,0,0,6
10,0921_Kegalle,09-21,Kegalle,0,0,0,4
11,0921_Moneragala,09-21,Moneragala,0,0,0,4
12,0921_Kalmunai,09-21,Kalmunai,0,0,0,2
13,0921_Matale,09-21,Matale,0,0,0,2
14,0921_Galle,09-21,Galle,0,0,0,2
15,0921_Ampara,09-21,Ampara,0,0,0,2
16,0921_Badulla,09-21,Badulla,0,0,0,1
17,0921_Matara,09-21,Matara,0,0,0,1
18,0921_Batticoloa,09-21,Batticoloa,1,0,1,1
19,0921_Hambantota,09-21,Hambantota,1,0,1,1
20,0921_Vavunia,09-21,Vavunia,0,0,0,0
21,0921_Trincomalee,09-21,Trincomalee,0,0,0,0
22,0921_Nuwaraeliya,09-21,Nuwaraeliya,0,0,0,0
23,0921_Kilinochchi,09-21,Kilinochchi,0,0,0,0
24,0921_Mannar,09-21,Mannar,0,0,0,0
25,0921_Mullativu,09-21,Mullativu,0,0,0,0
0,0922_Colombo,09-22,Colombo,41,0,41,160
1,0922_Gampaha,09-22,Gampaha,9,0,9,38
2,0922_Puttalam,09-22,Puttalam,1,0,1,35
3,0922_Kalutara,09-22,Kalutara,0,0,0,34
4,0922_Anuradhapura,09-22,Anuradhapura,1,0,1,20
5,0922_Kandy,09-22,Kandy,1,0,1,16
6,0922_Kurunegala,09-22,Kurunegala,0,0,0,11
7,0922_Polonnaruwa,09-22,Polonnaruwa,9,0,9,13
8,0922_Jaffna,09-22,Jaffna,0,0,0,7
9,0922_Ratnapura,09-22,Ratnapura,0,0,0,6
10,0922_Kegalle,09-22,Kegalle,0,0,0,4
11,0922_Moneragala,09-22,Moneragala,0,0,0,4
12,0922_Kalmunai,09-22,Kalmunai,0,0,0,2
13,0922_Matale,09-22,Matale,0,0,0,2
14,0922_Galle,09-22,Galle,0,0,0,2
15,0922_Ampara,09-22,Ampara,0,0,0,2
16,0922_Badulla,09-22,Badulla,0,0,0,1
17,0922_Matara,09-22,Matara,0,0,0,1
18,0922_Batticoloa,09-22,Batticoloa,1,0,1,1
19,0922_Hambantota,09-22,Hambantota,2,0,2,1
20,0922_Vavunia,09-22,Vavunia,0,0,0,0
21,0922_Trincomalee,09-22,Trincomalee,0,0,0,0
22,0922_Nuwaraeliya,09-22,Nuwaraeliya,0,0,0,0
23,0922_Kilinochchi,09-22,Kilinochchi,0,0,0,0
24,0922_Mannar,09-22,Mannar,0,0,0,0
25,0922_Mullativu,09-22,Mullativu,0,0,0,0
0,0923_Colombo,09-23,Colombo,22,0,22,160
1,0923_Gampaha,09-23,Gampaha,7,0,7,38
2,0923_Puttalam,09-23,Puttalam,8,0,8,35
3,0923_Kalutara,09-23,Kalutara,0,0,0,34
4,0923_Anuradhapura,09-23,Anuradhapura,2,0,2,20
5,0923_Kandy,09-23,Kandy,1,0,1,16
6,0923_Kurunegala,09-23,Kurunegala,0,0,0,11
7,0923_Polonnaruwa,09-23,Polonnaruwa,9,0,9,13
8,0923_Jaffna,09-23,Jaffna,0,0,0,7
9,0923_Ratnapura,09-23,Ratnapura,0,0,0,6
10,0923_Kegalle,09-23,Kegalle,0,0,0,4
11,0923_Moneragala,09-23,Moneragala,0,0,0,4
12,0923_Kalmunai,09-23,Kalmunai,0,0,0,2
13,0923_Matale,09-23,Matale,0,0,0,2
14,0923_Galle,09-23,Galle,0,0,0,2
15,0923_Ampara,09-23,Ampara,0,0,0,2
16,0923_Badulla,09-23,Badulla,0,0,0,1
17,0923_Matara,09-23,Matara,0,0,0,1
18,0923_Batticoloa,09-23,Batticoloa,1,0,1,1
19,0923_Hambantota,09-23,Hambantota,2,0,2,1
20,0923_Vavunia,09-23,Vavunia,0,0,0,0
21,0923_Trincomalee,09-23,Trincomalee,0,0,0,0
22,0923_Nuwaraeliya,09-23,Nuwaraeliya,0,0,0,0
23,0923_Kilinochchi,09-23,Kilinochchi,0,0,0,0
24,0923_Mannar,09-23,Mannar,0,0,0,0
25,0923_Mullativu,09-23,Mullativu,0,0,0,0
0,0924_Colombo,09-24,Colombo,28,0,28,160
1,0924_Gampaha,09-24,Gampaha,6,0,6,38
2,0924_Puttalam,09-24,Puttalam,3,0,3,35
3,0924_Kalutara,09-24,Kalutara,1,0,1,34
4,0924_Anuradhapura,09-24,Anuradhapura,0,0,0,20
5,0924_Kandy,09-24,Kandy,1,0,1,16
6,0924_Kurunegala,09-24,Kurunegala,0,0,0,11
7,0924_Polonnaruwa,09-24,Polonnaruwa,0,0,0,13
8,0924_Jaffna,09-24,Jaffna,1,0,1,7
9,0924_Ratnapura,09-24,Ratnapura,0,0,0,6
10,0924_Kegalle,09-24,Kegalle,0,0,0,4
11,0924_Moneragala,09-24,Moneragala,0,0,0,4
12,0924_Kalmunai,09-24,Kalmunai,0,0,0,2
13,0924_Matale,09-24,Matale,0,0,0,2
14,0924_Galle,09-24,Galle,0,0,0,2
15,0924_Ampara,09-24,Ampara,0,0,0,2
16,0924_Badulla,09-24,Badulla,0,0,0,1
17,0924_Matara,09-24,Matara,0,0,0,1
18,0924_Batticoloa,09-24,Batticoloa,2,0,2,1
19,0924_Hambantota,09-24,Hambantota,3,0,3,1
20,0924_Vavunia,09-24,Vavunia,0,0,0,0
21,0924_Trincomalee,09-24,Trincomalee,0,0,0,0
22,0924_Nuwaraeliya,09-24,Nuwaraeliya,0,0,0,0
23,0924_Kilinochchi,09-24,Kilinochchi,0,0,0,0
24,0924_Mannar,09-24,Mannar,0,0,0,0
25,0924_Mullativu,09-24,Mullativu,0,0,0,0
0,0925_Colombo,09-25,Colombo,19,0,19,160
1,0925_Gampaha,09-25,Gampaha,11,0,11,38
2,0925_Puttalam,09-25,Puttalam,0,0,0,35
3,0925_Kalutara,09-25,Kalutara,1,0,1,34
4,0925_Anuradhapura,09-25,Anuradhapura,0,0,0,20
5,0925_Kandy,09-25,Kandy,1,0,1,16
6,0925_Kurunegala,09-25,Kurunegala,0,0,0,11
7,0925_Polonnaruwa,09-25,Polonnaruwa,0,0,0,13
8,0925_Jaffna,09-25,Jaffna,0,0,0,7
9,0925_Ratnapura,09-25,Ratnapura,0,0,0,6
10,0925_Kegalle,09-25,Kegalle,0,0,0,4
11,0925_Moneragala,09-25,Moneragala,1,0,1,4
12,0925_Kalmunai,09-25,Kalmunai,0,0,0,2
13,0925_Matale,09-25,Matale,0,0,0,2
14,0925_Galle,09-25,Galle,0,0,0,2
15,0925_Ampara,09-25,Ampara,0,0,0,2
16,0925_Badulla,09-25,Badulla,0,0,0,1
17,0925_Matara,09-25,Matara,0,0,0,1
18,0925_Batticoloa,09-25,Batticoloa,2,0,2,1
19,0925_Hambantota,09-25,Hambantota,1,0,1,1
20,0925_Vavunia,09-25,Vavunia,0,0,0,0
21,0925_Trincomalee,09-25,Trincomalee,0,0,0,0
22,0925_Nuwaraeliya,09-25,Nuwaraeliya,0,0,0,0
23,0925_Kilinochchi,09-25,Kilinochchi,0,0,0,0
24,0925_Mannar,09-25,Mannar,0,0,0,0
25,0925_Mullativu,09-25,Mullativu,0,0,0,0
0,0926_Colombo,09-26,Colombo,14,0,14,160
1,0926_Gampaha,09-26,Gampaha,3,0,3,38
2,0926_Puttalam,09-26,Puttalam,2,0,2,35
3,0926_Kalutara,09-26,Kalutara,1,0,1,34
4,0926_Anuradhapura,09-26,Anuradhapura,0,0,0,20
5,0926_Kandy,09-26,Kandy,1,0,1,16
6,0926_Kurunegala,09-26,Kurunegala,0,0,0,11
7,0926_Polonnaruwa,09-26,Polonnaruwa,1,0,1,13
8,0926_Jaffna,09-26,Jaffna,0,0,0,7
9,0926_Ratnapura,09-26,Ratnapura,0,0,0,6
10,0926_Kegalle,09-26,Kegalle,0,0,0,4
11,0926_Moneragala,09-26,Moneragala,0,0,0,4
12,0926_Kalmunai,09-26,Kalmunai,0,0,0,2
13,0926_Matale,09-26,Matale,0,0,0,2
14,0926_Galle,09-26,Galle,0,0,0,2
15,0926_Ampara,09-26,Ampara,0,0,0,2
16,0926_Badulla,09-26,Badulla,0,0,0,1
17,0926_Matara,09-26,Matara,0,0,0,1
18,0926_Batticoloa,09-26,Batticoloa,2,0,2,1
19,0926_Hambantota,09-26,Hambantota,1,0,1,1
20,0926_Vavunia,09-26,Vavunia,0,0,0,0
21,0926_Trincomalee,09-26,Trincomalee,0,0,0,0
22,0926_Nuwaraeliya,09-26,Nuwaraeliya,0,0,0,0
23,0926_Kilinochchi,09-26,Kilinochchi,0,0,0,0
24,0926_Mannar,09-26,Mannar,0,0,0,0
25,0926_Mullativu,09-26,Mullativu,0,0,0,0
0,0927_Colombo,09-27,Colombo,24,0,24,160
1,0927_Gampaha,09-27,Gampaha,4,0,4,38
2,0927_Puttalam,09-27,Puttalam,5,0,5,35
3,0927_Kalutara,09-27,Kalutara,2,0,2,34
4,0927_Anuradhapura,09-27,Anuradhapura,1,0,1,20
5,0927_Kandy,09-27,Kandy,0,0,0,16
